Paper ID,Title,Type,Title to Check,Abstract
2003-0893,The Unintended Effects of Advertising on Children,Paper,The Unintended Effects of Advertising on Children,"The aim of this parent-child survey was to investigate how television advertising is related to childrens purchase requests, materialism, disappointment, life dissatisfaction, and family conflict. In a first step, a conceptual model based on existing hypotheses was developed, and in a second step, this model was tested using a sample of 360 parent-child (8- to 12-year-olds) dyads. Using structural equation modeling, our findings showed that advertising was positively and directly related to childrens purchase requests and materialism. It was also positively, though indirectly (mediated by advertising-induced purchase requests), related to family conflict, disappointment, and life dissatisfaction. Parent-child consumer communication and parental mediation of advertising were important moderators of the effects of advertising on childrens purchase requests and materialism."
2003-0894,The Use of Community-Based Interventions (CBIs) to Reduce the Barriers of Severely Constrained Publics,Paper,The Use of Community-Based Interventions (CBIs) to Reduce the Barriers of Severely Constrained Publics,"According to the situational theory of publics (J. E. Grunig, 1997), practitioners can identify their most strategic constituencies by identifying publics who are most likely to influence their organizations and publics who their organizations actions will affect. Some publics are too constrained to participate in activism, however. In this paper, we examine the use of community-based interventions (CBIs) to build community infrastructure in regions where severely constrained publics reside. This strategy could result in reducing the number of severely constrained publics and increasing the amount of activism. In turn, increased activism drives organizations toward the Excellence model of public relations (L. A. Grunig, 1992). Planning CBIs therefore benefits severely constrained publics as well as the practice of public relations."
2003-0895,The use of Image-Induction for Increased Rates of Compliance,Paper,The use of Image-Induction for Increased Rates of Compliance,"Simply stated, image-induction posits that one can manipulate a person¡¯s self-image in order to gain compliance. Because source-suggested self-images work to create a desire to behave in accordance with a particular view of one¡¯s self, influencing a person¡¯s self-perception through suggestion enables persuaders to achieve increased compliance with requests associated with receiver¡¯s salient self-images.
By testing image-induction under various conditions (using non-pro-social requests; effects of face-to-face implementation vs. non-interpersonal text-based implementation; and changes in constructs from a willingness to try to new things to helpfulness) this study attempted to better understand the relationship between the use of image-induction and subsequent increases in compliance.
The results clearly indicate that the addition of an image-inducing question is associated with increased rates of compliance when compared to a control group. This trend was most noticeable among subjects in the interview portion of the experiment where it was theorized public commitment to the initial question would produce a stronger drive towards compliance. The theory also held true for the non-interpersonal text-based portion of the experiment. Subjects who were asked to comply with a request did so less often than those who received an image-inducing question prior to the request. Subjects not given the image-inducing question tended to comply with similar rates of acquiescence regardless of the construct (helpfulness or willingness to try new things) or format (interview or non-interpersonal text-based). The addition of an image-inducing question in the interview portion of the experiment tended to gain similar rates of compliance without regard to theoretical construct. The same was true for the non-interpersonal text-based version of the image-inducing constructs. Using the image-induction strategy was demonstrated to be more effective however in the interview portion of the experiment."
2003-0896,The Utility of Coorientational Variables as Predictors of Willingness to Negotiate,Paper,The Utility of Coorientational Variables as Predictors of Willingness to Negotiate,"This study explored the potential utility of coorientational agreement and accuracy as predictors of willingness to negotiate. Research questions were examined in an experimental setting in which 199 students were randomly assigned to represent one of four groups involved in a simulated recreation management dispute. Analysis revealed considerable disagreement regarding the power and trustworthiness of most groups, with self-assessments being consistently higher than aggregate evaluations. Findings indicate that in-group favoring biases can have a substantial impact on the relationship between agreement and accuracy, and that this influence needs to be taken into account when employing a coorientational approach."
2003-0897,The Validity of Online Survey: A Case Study from Singapore,Paper,The Validity of Online Survey: A Case Study from Singapore,"This study is an attempt to develop a method to conduct a valid nationwide survey online for Singapore. The survey used a mixed mode of mail drop and online survey to obtain statistics about the Internet users. Households were selected probabilistically using a multi-stage stratified sampling method. A letter was then dropped and the person whose birthday was closest to the date of the mail drop was invited to participate in the online survey. A prize of S$500 (US$285) was given to a lucky respondent. The findings were then compared with the 4th IT Household Survey, which had been conducted earlier. Key demographic findings in the present survey matched that in the earlier survey. This suggests that the method was effective as a means to conduct a valid online survey. Besides the faster turnaround time through bypassing the keying in of raw data, the online survey also cost a third of what it would have cost had a similar survey been done face-to-face. (173 words)"
2003-0898,The Veil has Fallen: Gender and Media Representations of Islam,Paper,The Veil has Fallen: Gender and Media Representations of Islam,"Compelling images in international media delineate the connections and fractures that characterize the contemporary world. In this paper I analyse media representations of Islam in South Africa, the US and Britain, examining the recurring figures of the veiled Eastern woman and masked Eastern men. The paper attends particularly to the role of gender in shaping understandings of an Orientalist East, tracing patterns of imagery from the colonial era to their continued impact in the contemporary era. By attending to gender and history, the paper outlines a visual vocabulary through which the East has conventionally been pictured.

The media theorist John Hartley (1996) claims that ""journalism is the most important textual system in the world because, beyond providing information, it leads us to understand the world in particular ways. Significantly, despite the international reach of media organizations, the media still creates a sense of belonging drawn on national lines. Hartley argues that the media provide a ""national, political fantasy"", and through it, a sense of community. Reading the media of different countries allows one to see who is inside and who is outside of these fantasized communities. Gender provides a crucial category and method of analysis of such mediated fantasies.

Because media representations calibrate gaps and emphases in public debates, they carry enormous power, especially during moments of social stress and conflict. By closely attending to the histories and impact of media imagery, as scholars I hope we may better be able to contribute to urgent current debates about human rights."
2003-0899,The Watchdog Concept: Analysis of Newspaper Coverage of Political Advertising on Television from 1988-2000,Paper,The Watchdog Concept: Analysis of Newspaper Coverage of Political Advertising on Television from 1988-2000,"This study will examine whether or not newspapers are performing a watchdog role and monitoring televised presidential advertising for the accuracy of its content. More specifically, this study will examine whether three newspapers, The New York Times, Chicago Tribune and Los Angeles Times, covered political advertising in the 1988, 1992, 1996, and 2000 elections in terms of the accuracy of its content or the strategic implications of its message. The 1988 election was chosen as the starting point because it was an election noted for its false and misleading advertising. This study will examine how coverage has changed over the past four elections to determine if there has been an improvement in the watchdog role of the media since 1988."
2003-0900,The Web log data triangulation: Server-side and Client-side data comparison,Paper,The Web log data triangulation: Server-side and Client-side data comparison,"The pin-point accuracy of the client computers or server computers data collection software created a high expectation of the Internet use measurement. However, the relatively unexplored data structures and a complex collection algorithm should be understood before the data are analyzed. Furthermore, the difficulty of the analysis reside in deciding the proper unit of analysis and predicting the analysis unit ahead of the data collection process. The purpose of this paper is to investigate the potential values of the Internet use data and examine the validity of the Internet use data by comparing server-side data set and client-side data recording from identical Internet users. As a result of the triangulation of two datasets, we could recommend research designs and propose analysis schemes."
2003-0901,THE WHOLE WORLD IS SWEATING: Newspaper Framing of the Student Anti-Sweatshop Movement,Paper,THE WHOLE WORLD IS SWEATING: Newspaper Framing of the Student Anti-Sweatshop Movement,"This paper examines the national newspaper coverage of the student anti-sweatshop movement on university campuses. Using coverage of this issue in three national dailies, The New York Times, The Los Angeles Times, and The Washington Post, from 1995-2002, this paper explores the dominant frames used to tell this story and attempts to understand the positive representation of the student activists by the news media. This positive media attention contrasts with dominant theories about the relationship between social movements and the news media. The implications of this contrasting case for other ongoing social movements are considered."
2003-0902,Third Gatekeeping in Korea:Screening First Edition Newspapers by PR Practitioners,Paper,Third Gatekeeping in Korea:Screening First Edition Newspapers by PR Practitioners,"This study analyzed the practice of reviewing the first edition of newspapers by public relations practitioners in Korean organizations. These practitioners frequently follow up their screening process by asking journalists to make changes and deletions in their next editions, and can be considered yet another form of news gatekeeping.
Research was based on in-depth interviews with public relations practitioners in Korean corporations and government agencies. Articles in the Korean press watchdog Media Today were also analyzed. From this data, we developing a typology of the form by which ¡°third gatekeeping¡± takes place.
We conclude that through their task of screening first edition newspapers, public relations practitioners serve as gatekeepers even after newspapers are published.
The study also provides a basis for a critical approach toward first edition screening, one that goes beyond the existing gatekeeping viewpoint and offers suggestions for how to modify its impact on Korean news content."
2003-0903,Third-Person Effects in the Aftermath of Terrorism,Paper,Third-Person Effects in the Aftermath of Terrorism,"We examined third-person effects in the context of television coverage of terrorist-related stories in the aftermath of the September 11, 2001, attacks on the World Trade Center and the Pentagon. Whereas third-person research suggests the magnitude of perceptual bias is the important predictor of behavioral intention, such as restrictions of media content, the uses and gratifications model suggests perceptual bias is one influence amid other influential individual differences. We examined whether exposure to terrorist-related TV stories, locus of control, experience with crime, viewing motivation, third-person perceptual bias, and two viewer social attitudesfear and faith in otherswork in concert to predict support for restrictions aimed at combating terrorist activity. Path analysis revealed direct and indirect links among audience predictors and third-person perceptual bias, and between perceptual bias and social attitudes. However, there was no direct link between third-person perceptual bias and support for policies aimed at combating terrorism. Because locus of control and viewer motives were important antecedents of third-person perceptual bias, and perceptual bias was linked with fear, the borders of third-person research should be expanded to examine a wider range of media effects."
2003-0904,Third World Women's Communicative Experiences and Perseptions of Upward Mobility in the Corporate World: Africa,Paper,Third World Women's Communicative Experiences and Perseptions of Upward Mobility in the Corporate World: Africa,"The current literature review employs a feminist approach to explore theoretical frameworks relevant in explaining womens under-representation, their experiences and perceptions of upward mobility within organizations. Using feminist research as a backdrop, I will draw on three perspectives to try to explicate the current situation of womens upward mobility in organizations. And, since there is a dearth of literature on Third World (African) women and their organizational experiences, I can only accomplish this literature review by drawing on literature that focuses on women in North America and other industrialized worlds. The organization structure perspective, the gender-centered perspective, and the gender-organization system perspective are the three approaches within which this literature review is framed. Organizational mentoring and its implications for Third World womens upward mobility is a fourth trajectory that is also relevant to this study. Qualitative interpretive approaches will be employed as a means of data collection. These will include in-depth interviews, observation and document analysis of the two corporations chosen for this study. Note this is an ongoing dissertation research: a literature review."
2003-0905,This Galactic War Has Been Brought to You by These Fine Sponsors: Cognitive Message Processing in an Interactive Video Game Environment,Paper,This Galactic War Has Been Brought to You by These Fine Sponsors: Cognitive Message Processing in an Interactive Video Game Environment,"Most studies about advertisement in the interactive media have been done in regard of the World Wide Web, but little, if any, has been done with video games. In the present study, participants played a video game and were exposed to advertising logos, varying in the horizontal and vertical distance from the primary focal area. There were three levels of repetitions. The results indicated that horizontal distance and number of repetition affected recognition significantly while vertical distance did not. There was a three-way interaction among the factors, suggesting that at low numbers of repetitions, ads closer to the focal area on both axes were especially well encoded. User attention to the primary task negatively encoding, whereas gaming experience facilitated message encoding. Results are discussed in terms of cognitive processing and the limited capacity model of mediated message processing."
2003-0906,'Three Represents' and China's Youth: Using the Internet to Manage Social Change,Paper,'Three Represents' and China's Youth: Using the Internet to Manage Social Change,"This article explores the relationship between the Chinese Governments new social policy, the Internet and youth development. Implementation of the Three Represents Theory indicates that the Chinese Government is moving from a directive, top-down approach to managing social development and towards a more consultative, interactive style using the Internet as a new medium to access and respond to youth cultural ruptures in the fabric of Chinese society. The article draws on the emerging genre of grunge and shock literature to illustrate the types of cultural ruptures concerning the Government in relation to the direction of youth development. Responding to the change, the Government has begun to utilize several characteristics of the Internet to efficiently consult and interact with youth by linking into the popularity of this controlled new media technology to access youth and provide immediate information on issues. The result is that the Government is potentially more responsive to emerging youth issues relating to structures, values and roles in Chinas changing social milieu."
2003-0907,To Be A Patriot Or To Be A Journalist,Paper,To Be A Patriot Or To Be A Journalist,"Mass media are supposed to help knock down borders and barriers between people on the opposite side and bring about more understanding in this world. But in reality, more often than not, the opposite is true especially regarding international communication. This paper discusses the coverage of the U.S.-China air collision by the New York Times and the China Daily. The major dispute of the whole incident was about where the borderline should be drawn. National sovereignty is generally recognized worldwide and is supposed to be indisputable. But the coverage of the two papers made Chinese sovereignty murky and made readers wonder where exactly Chinese sovereignty extends and ends and where American rights start. Caught in the borderline dispute, journalists ethics was put to test. A combined quantitative and qualitative study of the coverage shows that journalists were unable to transcend national, political and ideological boundaries to remain neutral in the coverage of the incident. The resulting biased versions of the incident further divide people on opposite side of the border rather than bringing more understanding between them."
2003-0908,To Be or Not To Be: The Ontological Project of the Modern,Paper,To Be or Not To Be: The Ontological Project of the Modern,"This study investigates the identification process of the modern telecommunications professional as a reflexive process of adaptation to the prototypical characteristics of the modern economy. The data for this study focuses upon the accounts of telecommunications professionals concerning their experiences in the new economy, within multiple telecommunications organizations, and within an educational program. This study then, first contributes to previous understandings of the technical professional identity. A second contribution to theory emerges as these accounts reveal an interdependence of the rules, resources, and routines of professional identity structure. The routines participants described in their work processes and in continuing their education are meaningful for individuals in terms of their ontological security; routines are the means through which professionals prepare for and secure their future role as a professional. This work extends understandings of both identity as a structure (Scott, Corman, and Cheney, 1998) and how knowledge directly connects to the identity structure."
2003-0909,Today's Digital Divide in the United States: Inclusion of Individuals with Disabilities,Paper,Today's Digital Divide in the United States: Inclusion of Individuals with Disabilities,"Beginning with a powerful statement offered by Tim Berners-Lee, this paper defines the issues of Internet accessibility and usability pertinent to individuals with disabilities. With over 54 million individuals in the United States suffering with disabilities, focus and priority must be given to ensure that computer and Internet accessibility are ubiquitous. This paper is based upon three premises, the first of which states that access to a computer does not indicate accessibility for the disabled. Significant difference exists between access and accessibility. The second premise states that access to a computer does not mean access to the Internet. Even when an individual obtains accessible usage of a personal computer, several issues arise when he/she is faced with the issue of connectivity. Persons with a disability are only half as likely to have Internet access either from home or some other location than those without any disability. The final and most crucial aspect of this paper is website accessibility. Premise three states that access to the Internet does not by any means imply effective usage of the content by individuals with disabilities. Through a simple content analysis on various Websites, it becomes apparent just how much change must take place in order for the disabled to effectively utilize the Internet."
2003-0910,To decipher the singing of the mermaids: social imaginary and migration,Paper,To decipher the singing of the mermaids: social imaginary and migration,"This article is part of an investigation that was made on the situation which the migrants live on Tala, Jalisco. After reviewing a series of documents on the migration, it was observed that in the analyzed phenomenon it lacked a study perspective: the vision that the migrant has of himself, the explanation that the own actor gives to the situation, before this was defined that the object of study of this project would be: The social imaginary and its relation with the migration of the inhabitants of Tala, Jalisco, towards the United States, subject that what looks for to deepen in the statistics, the hard data do not show clearly the motivations of the migration; that is to say, that in the reviewed studies considers the migration as a phenomenon whose main causes are the poverty and unemployment; nevertheless, it was observed that next to these reasons others of subjective nature coexisted, such as: the desire of adventure, the necessity to participate in a male rite , the illusion to support the family or fleeing from a repressive family and social situation"
2003-0911,Toward a Communication-Centered Measure of Organizational Identification: Reconceptualization and Initial Scale Development of the C-OI,Paper,Toward a Communication-Centered Measure of Organizational Identification: Reconceptualization and Initial Scale Development of the C-OI,"This paper offers a re-conceptualization of the organizational identification (OI) construct that directly addresses the communicative nature of identification by focusing on both internal and external behaviors (sending, receiving, interaction, and nonverbal) displaying solidarity with the organization. This construct is relabeled communicative organizational identification, or C-OI. This framework is then used to organize scale items-pulled from existing measures as well as generated specifically for this effort-for potential inclusion in a C-OI measure. In light of recent calls for a moratorium on the most popularly-used measure of OI in organizational communication (Cheney's OIQ), scale development efforts for OI are perhaps needed more so today than in the 20+ years since this measure was first developed."
2003-0912,"Toward a Communication Model of Technology Policy Making Power: Three Networks of Stakeholders, Twelve Deductive Propositions, a Mathematical Representation, and a Three-Dimensional Model",Paper,"Toward a Communication Model of Technology Policy Making Power: Three Networks of Stakeholders, Twelve Deductive Propositions, a Mathematical Representation, and a Three-Dimensional Model","This paper offers a communication perspective to understand the power inherent in large-scale technology policy making (TPM) processes in America. The author suggests that TPM power is the primary determining force in future large-scale technological developments. TPM power is conceptualized as a three-dimensional phenomenon, with technical, political, and voting powers as its co-dimensions. Based on existing literatures and personal observation, the author discusses three key networks of active stakeholders (the technologists, the government, and the activists), as well as twelve propositions that describe nine power resources (technical credibility, moral authority, communication competence, and etc.) in relations to TPM power and its co-dimensions. A three-dimensional visual model and a mathematical equation are also included to describe TPM power. The author concludes that future technological infrastructure will be shaped by networks of stakeholders who can successfully manipulate power resources to influence policy outcomes."
2003-0913,Toward a Cross-Cultural Theoretical Framework of Organization-Public Relations and Boundaries,Paper,Toward a Cross-Cultural Theoretical Framework of Organization-Public Relations and Boundaries,"The purpose of this paper is to articulate a cross-cultural theoretical framework of organization-public relations and boundaries by exploring relationships between cultural factors and boundary issues. Organizational relations and boundaries in general, and the porosity and permeability of boundaries in particular are examined. A multidisciplinary approach is adopted. Both perspectives of structural sociology and economic rationality involving organizational networks serve as theoretical foundations. In addition, the perspective of cross-cultural psychology is adopted with emphasis on individualistic and collectivistic cultural syndromes. The following four aspects concerning organizational boundaries are explored cross-culturally: 1) self, identity, and role in the organizational setting, 2) psychological boundary porosity between self and organization, 3) boundary (relation) ties and porosity between an organization and its stakeholders, and 4) norms of boundary relationships and reciprocity."
2003-0914,Toward a Meaning-Centered Approach to Attributions Regarding Interpersonal Conflict,Paper,Toward a Meaning-Centered Approach to Attributions Regarding Interpersonal Conflict,"This study is an examination of interpersonal conflict using meaning-based attributions about messages. The processes associated with making attributions about one's own messages and the messages communicated by others are explored. We sought to validate an underlying assumption of attribution processes -- that message making is a common form of human behavior, therefore, we should attribute messages to ourselves and others as a part of making sense out of our interpersonal interactions and relationships, regardless of whether or not those messages were actually communicated during an exchange. Participants completed surveys after a conflict with either a friend or romantic relationship partner that included both scales measuring power, interdependence and satisfaction, and open-ended questions about their perceptions of the conflict and the message strategies enacted by both themselves and their partner. The responses were coded using a typology of compliance-gaining strategies. Results indicate a large degree of consistency in the responses of participants, and that emotional reactions to the conflict are overwhelmingly negative. However, the results also suggest that conflict participants are able to make message-based attributions about their partner's behavior during the conflict as well as their own."
2003-0915,Toward an Integrated Model of Postmerger Organizational Identification,Paper,Toward an Integrated Model of Postmerger Organizational Identification,"Identification in merged organizations is an understudied area in the current field of organizational identification research. van Knippenberg and van Leeumans (2001) social identity model of postmerger identification is the only existing model that examines identification processes in postmerger organizations. An integrated model has yet to be developed to provide insights into the complex, dynamic identification processes in postmerger organizations. In this paper, we expand their social identity model into an integrated model of postmerger organizational identification, importing insights from Ashforth and Maels (1989) social identity model of organizational identification, Mael and Ashforths (1992) reformulated model of organizational identification, and Dutton, Dukerich, and Harquails (1994) model of member identification. The model is tested using a case study of the merger between former Peking University and Beijing Medical University that happened in 2000. We briefly discuss the history of Chinas higher educational field and the on-going merging trend. Quantitative and qualitative data will be collected for this study. The potential implications of this study are also explored."
2003-0916,Toward a 'Renewed Theorization of the Audience':An Approach to Audiences in Media Cultural Studies,Paper,Toward a 'Renewed Theorization of the Audience':An Approach to Audiences in Media Cultural Studies,"This paper, which grew out of my own ethnographically oriented audience research, examines some recent approaches to audience research and suggests a theoretical framework that emphasizes the social relations of audiences. This is in keeping with calls for a renewed theorization of the audience (Schiller 1996: 193) in media cultural studies. Also addressed are some issues from anthropology and ethnographic research that have come up in my own study or which could help in future studies. I argue in particular that the work of Pierre Bourdieu (1977, 1988, 1990, 1991, 1993; Bourdieu and Wacquant 1992) and Anthony Giddens (1979, 1991a, 1991b) can help overcome some of the problems of audience research, just as the work of Williams, as extended by Dan Schiller, can help place audience research within the sociology of culture, or the study of society (Schiller 1996, Williams 1977, 1981)."
2003-0917,"Towards an Ecology of Understanding: Semiotics, Medium Theory, and the Uses of Meaning*",Paper,"Towards an Ecology of Understanding: Semiotics, Medium Theory, and the Uses of Meaning*","*Top Three student paper, Philosophy of Communication Division

This paper provides a critical analysis of medium theorys explorations of communication technologies and semioticss inquiry into the meaning of texts. The two fields have traditionally held oppositional views regarding concepts such as media, interpretation, and content. It is the purpose of this study to bridge these two worlds. Through clarification and synthesis, it will be argued, semioticians will gain a sense of technological effects, as well as the importance of the medium when reading content on that medium. Alternatively, this will give medium theorists a better appreciation regarding the importance of the quest for meaning and the driving need for dynamic interpretation of texts. Finally, it is argued that, at heart, medium theorists are followers of the tenets of semiotics. A bridge linking these two theoretical structures will allow for a more coherent and significantly holistic understanding of the media environment, both in McLuhans sense of media as messages and semioticians view of messages framed within the media."
2003-0918,Towards an Ethnographic Approach to International Communication Theory,Paper,Towards an Ethnographic Approach to International Communication Theory,"This paper explores the history and regional trajectories of media ethnography, as well as the epistemological and political issues of representation that have confronted anthropology and which are relevant to media studies. The authors argue that rethinking the limits and potential of media ethnography to address cultural consumption also necessarily involves considering how ethnography can serve to engage and engender a vision of international communication theory grounded in the practices of everyday life. This reconceptualization of international communication is crucial at a time when some media scholars celebrate difference via micro assessments of postcolonial locales and the plurality of cultures without attempting to consider global structural concerns. In fact, thus authors argue, if media ethnographies are rigorously developed they can offer international communication theory with the material to bridge the gap between meaning and structure without losing site of the complexity, context and inherent power imbalances of cultural consumption."
2003-0919,Towards an Interactional Model of the Communication of Forgiveness,Paper,Towards an Interactional Model of the Communication of Forgiveness,"Given the potential benefits of forgiveness, it seems important to describe how forgiveness is communicated in order to more clearly understand this important aspect of human behavior. This paper offers an overview of the existing literature on forgiveness and highlights several important gaps in our current conceptualization of forgiveness. Next, I propose a model that contributes towards an interactional understanding of the communication of forgiveness. This new model of forgiveness responds to two components of forgiveness that are not explored in the current literature: (1) an assesment of the emphasis that is placed on pre-offense closeness between the forgiver and the transgressor; and (2) the mutual influence of face-to-face interaction and communication during a forgiveness episode."
2003-0920,Towards a Pragmatist Philosophy of Communication: William James's Radical Empiricism & the Problem of Indeterminacy*,Paper,Towards a Pragmatist Philosophy of Communication: William James's Radical Empiricism & the Problem of Indeterminacy*,"*Top Three student paper, Philosophy of Communication Division

William Jamess radical empiricism has been entirely ignored by both critics and advocates of pragmatist approaches to communication. This essay examines how Jamess radical empiricism demolishes the modern assumptions of scientism, psychologism, and mechanism, and by extension, theories based on John Lockes model of communication. I suggest Jamess formulation of indeterminacy articulates a central problem in contemporary communication theory: incommensurability. To this end, I examine briefly three post-positivist theories of communication  Pearce & Cronens Coordinated Management of Meaning, Habermass Theory of Communicative Action, and Moscos Political Economy of Communication  to see how their philosophies of communication handle indeterminacy. A close textual reading of Jamess initial approach to indeterminacy as chaos is provided and I argue James reformulates this as the problem of incommensurability in his radical empiricism. This is offered as a first step in the reconstruction of a pragmatist philosophy of communication as it is elaborated after Jamess death in the works of Mead and Dewey."
2003-0921,Towards Factors Contributing to Integrative Conflict Resolution: A Cross-Cultural Perspective,Paper,Towards Factors Contributing to Integrative Conflict Resolution: A Cross-Cultural Perspective,"The purpose of this paper is to articulate a framework that depicts factors contributing to integrative conflict resolution. The integrative strategy and third-party mediation receive special attention in this paper because these two strategies shed light on breeding cooperation and resolving conflict. The following factors inherent in conflict are investigated as an analytical framework: the source ad nature of conflict, the level of conflict and participants involved, power and resource, the role of time and relation continuity, and cost and consequence. Moreover, the perspective of cross-cultural psychology is adopted with emphasis on individualistic and collectivistic cultural syndromes, for further understanding cultural factors contributing to conflict resolution. Essentially, the Far-eastern culture that emphasizes authority, order, harmony, loyalty and personal relationship and guanxi, in contrast to American tradition that values individualism, goal attainment, constructive conflict, and independent-self orientation, help explain the nuances and complexity of the cross-cultural conflict resolution."
2003-0922,'Towards Understanding the Stunt Girl',Paper,'Towards Understanding the Stunt Girl',"Stunt girls have been understood traditionally as being part of the rise of sensationalism within newspapers at the end of the nineteenth century. This paper, instead, considers the stunt girl as a subject position involving a set of practices and ways of writing that risk traditional understandings of femininity and journalism. The risks these women took in transgressing these lines turned their public personas into spectacles, while simultaneously rendering them vulnerable to misunderstanding, scolding and scandals. Using articulation and feminist theory, it seeks to redress conventional approaches that devalue womens contributions by maintaining divisions between hard and soft news forms by considering the whole newspaper as it was understood and used by readers. The stunt girl wowed her readers with her journalistic exploits that traversed the world and spoke to the changing role of women within the public spaces of late Victorian society. She helped to popularize a new set of journalistic principles that survive today, including personal journalism, investigative practices, and an ongoing dialogue about what the concept of newsworthiness meant to women readers."
2003-0923,Tracking Messy Organization-Public Conflicts: Exploring the Natural History of Conflict Management through the News Coverage of Unfolding Cases,Paper,Tracking Messy Organization-Public Conflicts: Exploring the Natural History of Conflict Management through the News Coverage of Unfolding Cases,"Through the content analyses of news coverage, seven unsuccessful conflict resolution cases provides a natural history of the use of the contingency theory in public relations. The content analysis tracked the changing stances of five profit organizations (Enron, Napster, Philip Morris, McDonalds, Monsanto) and two non-profit institutions (Boy Scouts, Catholic Church) moving on the continuum from pure advocacy to pure accommodation, in response to a number of contingent factors that can just as readily move an organization toward accommodation as toward advocacy. Employing conflict and conflict resolution models from the conflict studies literature to advance the contingency theory in public relations, results confirm that perspectives of an organization and its public change over time. Both an organization and its public in each conflict demonstrated overall advocacy, but non-profit institutions and the public showed more neutral stance than profit organizations and the public. Both parties employed contending strategy dominantly during the conflict management process, but the aspect was less obvious for non-profit organizations and the public than profit institutions and the public. The news frame for the changing aspects over time were associated predominantly by the contingent factors, external threats, industrial environment, organizations characteristics and issues."
2003-0924,"Transborder Desire: fantasizing, learning and apprehending a higher modernity",Paper,"Transborder Desire: fantasizing, learning and apprehending a higher modernity","This paper categorizes from TV dramas three discursive configurations that can be considered as general mediascapic features for ethnoscapes desiring for a higher modernity. These selected TV dramas are dramatizing the fantasy, producing the popular knowledge, and projecting the apprehension of a yet-to-be realized modernity in post-socialist China. In the particular historical juncture in the late 1990s, Hong Kong, as a higher modernity at the doorstep of Mainland China, serves as a metaphor, an anchor, or a point of reference for the Chinese ethno-mediascape to embody the fantasy, knowledge and anxiety of modernization and marketization."
2003-0925,Transcending Borders in Television Drama: the role of ethnic representation in shaping multicultural national identity.,Paper,Transcending Borders in Television Drama: the role of ethnic representation in shaping multicultural national identity.,"This paper explores the role the television series play in presenting ethnic identities on commercial television. The paper draws on the work conducted by the Amsterdam School of Communications Research and the author¡¯s own studies of multicultural dramas in Australia. The paper highlights the countries¡¯ patterns of representation and how the dynamic process between these various representations contribute to a respective multicultural national identity.

While, de Bruin reviews and analyses the portrayal of ethnic representation after the program has been televised, the author has taken her experiences as the script editor on the Australian television drama series, Heartbreak High, to analyze the processes behind the creation of these ethnic characters and storylines.

The paper identifies three case studies from the youth drama to show the different methods by which ethnicity is portrayed and contextualized in commercial television. While the Dutch and Australian case studies are taken from different sides of production fence (pre- and post-production), the conclusion is clear: television drama can make a positive contribution to multicultural identity by diverse and complex representations."
2003-0926,Transformation in a Foreign Land: Self-Efficacy Via Sojourning,Paper,Transformation in a Foreign Land: Self-Efficacy Via Sojourning,"The Sojourner Self-Efficacy in Communication Scale (Milstein & Peterson, 2001)
was used to analyze data collected from an international sample (N=212) of
Japan Exchange and Teaching (JET) Program alumni to explore the relationship
between a sojourn and the sojourners self-efficacy in intercultural and
everyday communication. Participants were asked to answer questions about
their degree of self-efficacy both before their sojourn in Japan and now. Data
analysis revealed that 195 of the sample reported an increase in self-efficacy.
The results suggest a relationship exists between sojourning and an increase in
self-efficacy in intercultural and everyday communication. In addition, data
analysis showed the more respondents rated their overseas experience as
challenging, the more they reported a self-efficacy increase. Correlations
were also found between self-reported success of the sojourn and scores of
perceived self-efficacy."
2003-0927,"Transitional Media Vs Normative Theories: Schramm, Altschull, and China",Paper,"Transitional Media Vs Normative Theories: Schramm, Altschull, and China","Wilbur Schramms Soviet communist model and J. Herbert Altschulls Marxist approach have been widely used as general theoretical frameworks to examine press systems in the Marxist world in general and China in particular. Though a growing literature suggested significant changes in Chinese journalism in the past two decades, very few have sent a direct challenge to the two models theoretical wisdom through the Chinese case. Unsatisfied with this situation, this paper found neither of the two models is sufficient in conceptualizing the Chinese case as a result of Chinese news medias transitional nature and the two models inner theoretical flaws as normative press theories. Furthermore, realizing the growing conflict between normative media theories and accelerated post-Cold War global media transformation, this paper suggests a transitional media approach to revisit the traditional normative media approach and calls for a more systematic study of the transitional phenomenon of global media systems."
2003-0928,"Trials, Errors, and Revised Trials: Incrementalism and Policymaking on Television Violence",Paper,"Trials, Errors, and Revised Trials: Incrementalism and Policymaking on Television Violence","Violence in television programs and the negative effects that violence is supposed to have on viewers have been longstanding concerns for policymakers. Since the early days of television, congressional committees have periodically held hearings on television violence and what can be done about it. However, it took nearly forty years for legislation dealing with television violence to be enacted into law. Further, the laws that have been enacted do not appear to have been particularly effective in achieving their intended purposes.
Why has all the interest and activity in regards to television violence achieved so little in terms of results? The incremental model of policymaking provides a possible explanation. That model predicts that most policy changes are likely to be small, and offers reasons for why this might be so. This paper applies the incremental model to congressional policymaking on television violence to answer the question posed above."
