Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2005-1070,Online News Reader Specialization and its Boundaries: Implications for the Fragmentation of American News Audiences,Consumption & Fragmentation in the New Media Environment,Mass Communication,,,Paper,Online News Reader Specialization and its Boundaries: Implications for the Fragmentation of American News Audiences,Consumption & Fragmentation in the New Media Environment,"For some time, people have been predicting that new media environments will facilitate the development of rather focused, segmented audiences: groups of people who follow current events in one topical area but not the news in others. Such a development may have consequences for the nature of public opinion over time and even for the functioning of democratic societies. This paper is designed to evaluate whether online news audiences read broadly when they are on the Internet or, as many observers expect, focus their reading on a limited number of topics. The data examined in this analysis are records of online news selection over a period of two months by a nationally representative sample of Internet users. These data were subjected to cluster analyses that identified groups with similar news reading patterns. The resulting clusters show that the online news audience contains a large number of highly focused readers of news and information. These results suggest that the Internet is conducive to reader specialization. The paper concludes with a discussion of the implications of the results for the issue of public fragmentation."
2005-1071,"""Online or Off, We're Always Girls:"" Gendered Behavior on an Online Bulletin Board and Message Board Targeted at Girls",Feminist Scholarship Interactive Paper Session,Feminist Scholarship,,,Paper,"""Online or Off, We're Always Girls:"" Gendered Behavior on an Online Bulletin Board and Message Board Targeted at Girls",Feminist Scholarship Interactive Paper Session,"The purpose of this study was to discover whether teenage girls act as gendered beings online or in other words, are they embodied while online? The proponents of disembodiment assert that cyberspace is an emancipatory sphere for women because gender does not exist online, while the proponents of embodiment assert that the new cyberspaces may in fact be gendered spaces because the internet is reflective of our social values as a whole, and since gender bias exists in the broader culture, it surely exists in cyberspace (Gurak On Bob 12).

Informed by the feminist paradigm, participant observation of an online bulletin and message board was conducted --each of the boards are on an online girls magazine web site. It was assumed here that because such magazines are the most popular web sites among teenage girls, they would be the best type of online content in which gendered behavior can be observed (jmm.com).

During the data collection period, the users of the bulletin and message board under study acted as gendered beings. This finding supports research started in the early 1990s by Herring, and radical cyberfeminism, according to which embodiment, or gendered behavior, online is natural. Radical cyberfeminism asserts that the internet merely reflects current social values as a whole. On a larger scale, the finding of this study supports the feminist belief that gender is socially constructed."
2005-1072,"On Mineness: A Phenomenological Analysis of Action, Information and Knowledge In-the-World",Retheorising Communication,Philosophy of Communication,,,Paper,"On Mineness: A Phenomenological Analysis of Action, Information and Knowledge In-the-World",Retheorising Communication,"Relying on Heideggers Being and Time as ontological base of the investigation, thus claiming that we, as we ourselves are, already are in action, this paper presents a phenomenological account of the meaningfulness of action, in which a person always already is. It is within this primary and unfolding action, its horizons and possibilities, taking into account my own concerns and goals, that other people, events, and objects, might or might not affect me. In this paper we point out the relevance of the course of action in which a person already is involved  his or her concerns, goals, projects and dispositions  for the shaping of meaning of whatever comes across himself or herself. The meaning of dialogue, of other people discourses, of opportunities and threats might not rely so much on the kind of information a person accesses, but instead it might indeed very much rely on the persons own and already set kind of concerns and goals."
2005-1073,"On Orientalism: Edward Said, Representation, and the Post-Structural Epistemology of Power",Borderless Colonies,Philosophy of Communication,,,Paper,"On Orientalism: Edward Said, Representation, and the Post-Structural Epistemology of Power",Borderless Colonies,"This paper is an exploration and explication of the primary notions behind Edward Said's scholarship, specifically his influential description of Orientalism. By tracing the operationalization of Said's post-structural epistemology to identity politics, he is placed in context of primary research tracks in the humanities. While his work has facilitated the creation of post-colonial studies as a discipline and facilitated theories of representation, Said remains ""voiceless"" in communication research. This paper positions Said's at the forefront of the epistemological and discursive contestations which dominate communication research on identity."
2005-1074,On the Power of Brands: Brand Personality Effects on Hierarchisation in Dyads.,"Language, Meaning, and Understanding",Interpersonal Communication,,,Paper,On the Power of Brands: Brand Personality Effects on Hierarchisation in Dyads.,"Language, Meaning, and Understanding","In the present study, we examined the role of brands in the process of non-conscious hierarchisation in dyadic interactions. More specifically, we hypothesized and found that when an agent exhibited brands that were rated high on the brand personality dimension of competence (Aaker, 1997), these can induce patterns of nonverbal submissive behavior in the antagonist. Compared to control conditions, participants exposed to high-competence brands showed more frequent sequences of submissive nonverbal behaviors such as looking at the agent while listening to him, nodding affirmatively, coy smiling and blushing. This effect of brand competence on hierarchisation was more pronounced for individuals with a low intrinsic tendency for dominant behavior."
2005-1075,"On the Void: the Fascinating Object of Evil in ""Human Remains""","Films, Fans and Phantoms",Philosophy of Communication,,,Paper,"On the Void: the Fascinating Object of Evil in ""Human Remains""","Films, Fans and Phantoms","What remains critical for any analysis of Evil is to recognize the difference between the occurrence of a given human action and the process of its symbolization. Only by attending to the motivating cause of the latter may we understand how the former may acquire the face of evil. This paper examines the structure of symbolization manifest in ""Human Remains,"" a black and white documentary film about Hitler, Stalin, Mao, Franco, and Mussolini. Drawing from Lacanian psychoanalytic theories of the Real, the editing technique of cutting to black is interpreted as the means by which this documentary holds open the place of lack constitutive of the visual field. Symbolized by the form of the blank screen, the void-place of symbolic inscription is exposed in ""Human Remains"" as the object-cause of the proliferation of images of evil, the source of support for their power to fascinate as masks of social harmony."
2005-1076,Opinion Polling and the Media: Investigations into an Ambivalent Relationship,Conceptual and Methodological Issues in Public Opinion,Political Communication,,,Paper,Opinion Polling and the Media: Investigations into an Ambivalent Relationship,Conceptual and Methodological Issues in Public Opinion,"This paper examines the relationship between opinion polling and the media from two different angles. First of all, a meta-analysis of ten empirical studies on the formal quality of poll reporting is undertaken. The studies are re-examined systematically in order to find out what exactly the problems with the reporting of polls are. In addition, the meta-analysis aims to systematize the different variables which are used in the content analyses in order to make suggestions for further research on poll coverage. Secondly, results of a qualitative investigation of the relationship between journalists and pollsters in Germany are presented regarding structural aspects of the relationship between journalism and opinion polling. The in-depth interviews highlight the self perceptions and the mutual expectations of representatives of the two professional groups. On the basis of these findings, proposals for the improvement of the press-polling-relationship are discussed."
2005-1077,Optimistic Biasing and the Perception of Self-Censorship in U.S. Newsrooms,Back in the Newsroom,Mass Communication,,,Paper,Optimistic Biasing and the Perception of Self-Censorship in U.S. Newsrooms,Back in the Newsroom,An online survey (n=360) of working journalists looks at the concept of optimistic bias to better understand journalists perception of self-censorship in U.S. newsrooms. The study shows that the surveyed journalists reported practicing self-censorship less often than their colleagues did. Both broadcast and print journalists would believe that they face less editorial control than their cross-media counterparts. There was no gender difference in terms of journalists perception of self-censorship. The results supported the hypotheses proposed under the theory of optimistic bias.
2005-1078,Organizational Change: The Dialogue Between Change Agents and Targets,Communication and Organizational Change,Organizational Communication,,,Paper,Organizational Change: The Dialogue Between Change Agents and Targets,Communication and Organizational Change,"Organizational change is prevalent in businesses today. At it simplest level, this situation involves a change agent who is directing change and a change target who is directly impacted by the proposed modifications. Often these two groups differ with regard to authority such that the change agent has greater authority and the proposed change reflects a top-down process. However, change targets can sometimes express their views of proposals and even propose alternatives. We are interested in such dialogues. We predict that change agents will construct messages to targets that are primarily focused on the economic outcomes of proposals, whereas change targets will construct messages that focus on generating new ideas. We conducted a role-play in which individuals played the role of university administrators cutting back the size of student groups or the presidents of the affected groups. These roles constructed messages about the proposed changes. Results supported our predictions."
2005-1079,Organizational Identification and the Communication of Identity: Effects of Message Characteristics,dentification and Sensemaking in Organizations,Organizational Communication,,,Paper,Organizational Identification and the Communication of Identity: Effects of Message Characteristics,Identification and Sensemaking in Organizations,"The central focus of this paper was to identify how certain characteristics of a communication message contribute to organizational identification. A distinction was made between an affective component of organizational identification (closely related to affective commitment) and a cognitive component of organizational identification (more related to ones self-definition as a member of the organization. The main object of the study was to find out if these distinct forms of identification are under the influence of different aspects of communication messages. More specifically we looked at cues that signal organizational identity (in the form of company logo and the use of the typical organizational color scheme) and the focus of the message (personal vs. non-personal). The effects of these two characteristics on both components of organizational identification were tested in a 2 (organizational identity salience: no vs. yes) x 2 (focus of the message: personal vs. not personal) factorial design. This quasi-experimental study was conducted in a large international software company in Europe. Results confirmed our expectations: organizational identity salience had a strong effect on the cognitive component of organizational identification and no effect on the affective component, whereas the focus of the email (personal vs. non-personal) only yielded a significant effect on the affective component of organizational identification."
2005-1080,Organizational Identification During A Merger - Determinants of Expected Organizational Identification,dentification and Sensemaking in Organizations,Organizational Communication,,,Paper,Organizational Identification During A Merger - Determinants of Expected Organizational Identification,Identification and Sensemaking in Organizations,"In order to investigate the development of organizational identification during a merger, a quasi-experimental case study was conducted on a pending merger of police organisations. The research was conducted among employees who would be directly involved in the merger and among indirectly involved employees. In contrast to earlier studies, organizational identification was measured as the expected identification prior to the merger. Five determinants were used to explain the employees expected identification: (a) identification with the pre-merger organisation, (b) expected utility of the merger, (c) sense of continuity, (d) communication climate before the merger, and (e) communication about the merger. The five determinants appeared to explain a considerable proportion of the variance of expected organizational identification. Results suggest that in order to obtain a strong identification with the soon to be merged organisation, managers should pay extra attention to present departments with weaker social bonds as these are expected to identify the least with the new organisation. The role of the communication variables differed between the two employee groups: communication about the merger only contributed to the organizational identification of directly involved employees; and communication climate only affected the identification of indirectly involved employees."
2005-1101,Organizational Media Selection and Use: A Comparison and Synthesis of Communicational Approaches,"Knowledge Management, Organizational Media, and Communication Technology",Communication and Technology,,,Paper,Organizational Media Selection and Use: A Comparison and Synthesis of Communicational Approaches,"Knowledge Management, Organizational Media, and Communication Technology","The goal of this paper is to compare and contrast how different organizational communication theorists/researchers would answer the question: Do organizational members choose the media they use? Specifically, four different lines of theory and associated research strategies on organizational communication and media are considered, namely, James Taylor and colleagues, Janet Fulk and colleagues, Noshir Contractor/Monge and colleagues, and Marshall Scott Pool and colleagues. The common themes and differences among these approaches and the implications for developing theory and research strategies to successfully investigate and explain media selection and usage within organizations are discussed."
2005-1102,Organizational Structure and Internal Communication as Antecedents of Employee-Organization Relationships: A Multilevel Analysis,Public Relations Top Student Papers,Public Relations,,,Paper,Organizational Structure and Internal Communication as Antecedents of Employee-Organization Relationships: A Multilevel Analysis,Public Relations Top Student Papers,"The antecedents of relationships are the first stage of the relationship framework (Broom, Casey, & Ritchey, 2000), for they are what cause specific relationships between an organization and its publics to develop. The purpose of this study was to integrate two possible antecedents into employee-organization relationship research. I explored the influence of organizational structure and internal communication on dimensions of employee-organization relationships. This study tested hypotheses by conducting a survey of employees in 31 Korean organizations. Measurement items taken from studies of relationship management, organizational structure, and internal communication were employed. In addition, the multilevel nature of main constructs of this study was addressed by using the multilevel analysis method. The results of this study showed that organizational structure and internal communication do function as the antecedents of employee-organization relationships. This study can help people understand how and why organizations come to have specific relationships with their employees."
2005-1103,Organizations as Communications. Examining the Value of Luhmann’s Social Systems Theory for Organizational Communication Research,New Systems Perspectives in the Study of Organizational Communication,Organizational Communication,,,Paper,Organizations as Communications. Examining the Value of Luhmann’s Social Systems Theory for Organizational Communication Research,New Systems Perspectives in the Study of Organizational Communication,"The aim of this paper is to underline similarities between the constitutive perspective on organizational communication (e.g. Taylor, 2003) and Niklas Luhmann’s theory of social systems (1995; 2000). Following an overview of key insights of both approaches, suggestions are given how they could be integrated in the future. The analysis aims to show that, from a Luhmannian perspective, it is worthwhile to concentrate on decisions as communicational phenomena of organizations. This focus allows to analyze how organizations manage to transcend the paradox of the fundamental contingency of any decisions. The question is raised how these strategies of deparadoxification vary depending on genres and media applied in organizational communication, which is illustrated here by analyzing the increasing usage of Microsoft PowerPoint presentations in organizational communication."
2005-1104,Organizing Girls on Film? A Critical Examination of Organizational Socialization Messages Found in Motion Pictures Targeting Teenage Girls,"Gender, Resistance and Socialization",Organizational Communication,,,Paper,Organizing Girls on Film? A Critical Examination of Organizational Socialization Messages Found in Motion Pictures Targeting Teenage Girls,"Gender, Resistance and Socialization","Organizational and gender socialization begin in childhood and continues throughout our lives. The following study presents a critical examination of organizational socialization messages presented to teenage girls through the medium of motion pictures. Todays teenagers are tomorrows future employees. As members of generation Y, or the echo boomers, they are likely to have a different perspective on organizations and organizing than their older colleagues. Understanding the mediated messages that are presented to them may provide an indication as to what they and future employers may expect in terms of organizational memberships. A total of 21 movies released in the United States between 2000 and 2004 were analyzed to explore messages that girls are receiving about the role and function of organizations as well as the relative importance of organizations compared to other commitments. The results reveal that while many films present messages that reinforce traditional stereotypes, others may in fact challenge girls to think critically about dominant ideologies."
2005-1105,Outline of a Multilevel Approach of the Network Society,New Media,Philosophy of Communication,,,Paper,Outline of a Multilevel Approach of the Network Society,New Media,"Social and media networks, the Internet in particular, increasingly link interpersonal, organizational and mass communication. It is argued that this gives a cause for an interdisciplinary and multilevel approach of the network society. This will have to link traditional micro- and meso-level research of social and communication ties (Rogers, Granovetter a.o.) to the macro-level research of the network society at large (Castells a.o.).
Systems theory linked to a theory of communicative action establishes a potential basis for a multilevel theory. The systems theory described uses elements of a biologically inspired analysis of networks as complex adaptive systems and the mathematically inspired theory of random and scale-free networks recently elaborated by Barabási, Strogatz and Watts. The outline of the multilevel theory is summarized in ten statements about changing relationships in the network society: an information society with structures and modes of organization primarily shaped by social and media networks.
In the last section an inventory is made of the theoretical and methodological changes communication science will have to make to develop a general theory of the information and the network society in the perspective of communication."
2005-1106,Outside-the-Frame Objects: Eliciting Orienting Responses or Defense Responses?,formation Processing and New Technology,Information Systems,,,Extended Abstract,Outside-the-Frame Objects: Eliciting Orienting Responses or Defense Responses?,Information Processing and New Technology,"Two hundred and twenty (N = 220) participants participated in a 3 (level of previous exposure to OTF objects) x 2 (presence or absence of OTF objects in movie presentation) x 2 (type of OTF object) x 2 (type of OTF object movement) mixed-design experiment intended to test the assumption that OTF objects are eliciting orienting responses. Previous exposure to OTF objects, type of OTF object, and movement of the OTF object were between-participants variables, whereas exposure to OTF objects embedded within the movie presentations was the within-participants variable. Type of OTF object and type of OTF object movement were included into analysis to ensure that there are multiple instantiations of OTF objects inserted within a web page. Skin conductance responses and heart-rate measures were the main dependent variables.
The most interesting pattern found points towards the dissimilarity between skin conductance measures (SCR at onset and SCR at offset) and BPM change scores, suggesting that some OTF objects/movements are likely to elicit defense responses, whereas others are linked to orienting responses."
2005-1107,"""Overweight and at a Loss for a Solution to Life's Problems:"" Carnie Wilson, Al Roker, and the Gendered (Re)presentation of Obesity",The Body as Commodity,Feminist Scholarship,,,Paper,"""Overweight and at a Loss for a Solution to Life's Problems:"" Carnie Wilson, Al Roker, and the Gendered (Re)presentation of Obesity",The Body as Commodity,"Gastric bypass surgery has been made popular by Carnie Wilson's internet broadcast of her own procedure. Since her public display of such a private moment, our discussion of her has been readily focused on how she is properly performing femininity (or not). When Al Roker also had the procedure done years later, the public response was much different. This paper analyzes the gendered differences in public discourse surrounding Wilson and Roker and how their obesity is framed by their gender. Further, after Roker's public outing regarding the surgery, Wilson enjoyed greater acclaim and praise for her procedure, rather than the criticism she received for bypassing traditional feminine responses to the inappropriate body."
2005-1108,Parasocial Relationships with Drivers Affect Suspense in Racing Sport Spectators,Explorations in Parasocial Relationships,Mass Communication,,,Paper,Parasocial Relationships with Drivers Affect Suspense in Racing Sport Spectators,Explorations in Parasocial Relationships,"The present study examines determinants of the suspenseful nature of viewing sports on television. An integrated model is supposed that links the concept of (positive and negative) Parasocial Relationships (PSR) to the concept of affective dispositions as used in the Affective Disposition Theory of Sportsfanship (ADT). Five hypotheses on the formation of suspense while viewing sports contests on television are derived and tested in an empirical study in the context of the popular sport ""Formula 1"". Results show a significant influence of both positive and negative forms of PSR on the viewers' hoping and, in turn, on the felt level of suspense."
2005-1109,Parental Coaxing in Action: A Conversation Analytic Approach to Understanding the Parents Pursuit of Compliance,"Coorientation in Action: How People Produce Asymmetries, Constraints and Compliance Through Talk",Language & Social Interaction,,,Paper,Parental Coaxing in Action: A Conversation Analytic Approach to Understanding the Parents Pursuit of Compliance,"Coorientation in Action: How People Produce Asymmetries, Constraints and Compliance Through Talk","This paper examines instances of parents enacting, or doing being parents during interaction with their children. One observation regarding parenting is that in the course of nurturing, parents will tell their children what to eat, what to wear, when to sleep, and when to bathe. However, simply telling children what to do does not always seem to produce compliance from the children and so the parents must seek other interactive resources if they are to pursue getting their children to obey. In this paper I will show how parents use coaxing as a way to get their children to perform a specific course of action that has been so far resisted. Although coaxing may be a form of persuasion that can occur between parties other than parents and children, the interest of this paper is to focus on coaxing as it is used in parent child interaction. This paper is based on the direct observation of parent-child interaction from a video-recording of a family eating dinner. Using conversation analysis, I explore where coaxing occurs in the course of parent-child interaction and what the consequences are for the ongoing interaction. By understanding coaxing in parent-child interaction we may be able to identify why coaxing is particularly suited to parenting and how this may contribute to our larger understanding of parenting practices."
2005-1110,Parental Mediation and Childrens Comprehension of Online Privacy,Media and Public Service Across the Lifespan (But Mostly Children),Information Systems,,,Extended Abstract,Parental Mediation and Childrens Comprehension of Online Privacy,Media and Public Service Across the Lifespan (But Mostly Children),This paper looks at the effects parental mediation on children's comprehension of online privacy issues. Television mediation literature shows that restrictive meidation and coviewing help children understand the content better. This paper applies the mediation concepts to the new media. A sample of 167 children were recruited to answer a questionnaire at their own leisure. questions focus on how well children understand the concept of privacy and online information collection.
2005-1111,Parenting the Internet: Examining the Influence of Parenting Styles and Access,Mass Communication Top Faculty Papers,Mass Communication,,,Paper,Parenting the Internet: Examining the Influence of Parenting Styles and Access,Mass Communication Top Faculty Papers,"A telephone survey of single and married mothers, mothers of children who attend Christian schools, and mothers of home schooled children examined the influence that parenting styles and level of Internet access in the home have on parenting mediation of online content and time spent on the Internet (N = 520). Specifically, how authoritative, authoritarian, permissive and neglectful parenting styles as well as home and bedroom Internet access influence the instructive and restrictive mediation techniques used by parents was investigated. Results indicate that parenting style has a significant effect on almost all mediation techniques under investigation, while increased access only appears to influence time online. Additionally, technological blocking as a restrictive mediation technique was found to be highest for permissive parents, followed by authoritative, authoritarian, and neglectful."
2005-1112,Participation in Alcohol-Involved Social Gatherings: A Test of Theory of Planned Behavior in Korea,Alcohol Abuse Prevention,Health Communication,,,Paper,Participation in Alcohol-Involved Social Gatherings: A Test of Theory of Planned Behavior in Korea,Alcohol Abuse Prevention,"A series of 6 studies are reported examining the applicability of the Theory of Planned Behavior for predicting and understanding Koreans participation in alcohol-involved social events (i.e., drinking parties). Specifically, this paper examines the social influence experienced by individuals when forming their intentions to join or refusing to join drinking parties and the behavior of joining or refusing to join drinking parties. Among Koreans, drinking parties provide an important context for interaction, that attendance is associated with a variety of communication outcomes (such as promoting group cohesion, providing a venue for conversation, obtaining information, etc.), and that going to these parties is the result of systematic social influence. Generally, the results showed that attitudes toward behavior, subjective norm, and perceived behavioral control were significantly associated with both working adults and undergraduates behavioral intentions to join drinking parties, although none of the variables were significant for working adults behavioral intentions to refuse to attend drinking parties. Neither behavioral intention to join nor behavioral intention to refuse was significantly related to actual behavior (i.e., participation in drinking parties) for both working adults and undergraduates. Differences were observed between working adults and undergraduates for the links between specific behavioral outcomes and behavioral intentions. Practical and theoretical implications of the findings are discussed."
2005-1113,"Participation, Information, and Control in Small Groups: An Actor-Partner Interdependence Model",Group Participation and Commitment,Organizational Communication,,,Paper,"Participation, Information, and Control in Small Groups: An Actor-Partner Interdependence Model",Group Participation and Commitment,"Participation during group discussion is based on ones information resources. Participants, however, sometimes choose to withhold information because of individual- and group-level characteristics. Locus of control (LOC) was hypothesized to moderate the relation between information quantity and participation. Participants, in groups of four, collaborated on the psychological profile task. Results indicate a complex relation among information quantity, LOC, and partners LOC. Discussion addresses competitive and collaborative group contexts."
2005-1114,"Participatory Democracy in the Global Public Sphere: Scale, Media Events, and the Body",Predicting Political Behavior,Political Communication,,,Paper,"Participatory Democracy in the Global Public Sphere: Scale, Media Events, and the Body",Predicting Political Behavior,"A farmers deadly protest at WTO meeting in Cancun 2003 provokes a consideration of new forms of participatory democracy in the age of globalization. In the age of globalization, by staging or performing image events for mass media dissemination, local or national political resistance easily turns into global issues. Lees action is highly significant as a model that demonstrates not only the way in which local struggles achieve global significance but also how global citizens can exploit the immense possibilities of mass media to enact forms of activism adapted to a globally wired society. By especially focusing on the visual and performative aspects of resistance, this paper intends to discuss and delineate a transformation of citizen participation in the global public sphere, explore a possibility for enacting globalization from below, and consider the emergence of new forms of participatory democracy. In the meanwhile, the vital terms such as the public sphere, scale, and media events will be critically examined in the broader context of globalization."
2005-1115,"Partisanship, TV News Viewing, and Postmaterialist Governmental Spending","Race, Gender, and Ideology",Political Communication,,,Paper,"Partisanship, TV News Viewing, and Postmaterialist Governmental Spending","Race, Gender, and Ideology","This study uses 2000-2002 American National Election Study (ANES) panel data to assess the influence of national television news viewing on opinions concerning the need for federal involvement in social issues reflective of postmaterialist values. This relationship is analyzed in coordination with the testing of perceptions of the proper role of government in society as a potential mediator. In addition, political party identification (Democrat, Republican, and Independent) is assessed as a potential moderator. This study reveals three distinct processes of mediation (or the lack thereof) across the distinct party identification groups, with the perceived role of government serving as a full mediator for Democrats, a simple mediator for Republicans, and not serving as a mediator for Independents."
2005-1116,Party Journalism Vs. Market Journalism: The Coverage of SARS by Chinese Newspapers,Emerging Issues in Chinese Media,Mass Communication,,,Paper,Party Journalism Vs. Market Journalism: The Coverage of SARS by Chinese Newspapers,Emerging Issues in Chinese Media,"To explore the impact of commercialization of the Chinese press, this study examined how Peoples Daily, organ of the Chinese Communist Party, and Beijing Youth News, a market-oriented newspaper, covered the Severe Acute Respiratory Syndrome (SARS) in 2003. A qualitative analysis of the SARS-related stories shows that the two newspapers basically followed the Partys overall policy towards information management regarding the epidemic. The newspapers censorship and publicity of information about the epidemic were based on the Partys strategies of information management rather than their own editorial decisions. However, the two newspapers had some important differences in handling news about the Party leaders, the medical workers and the public. While Peoples Daily tended to follow the Party line in its daily reports about the epidemic, Beijing Youth News was more likely to follow its bottom line by presenting stories of greater relevance to the public."
2005-1117,Pathways Linking Digital Divide to Cancer Knowledge Acquirement: Considering the Quality of Health-Related Internet Use,Media Messages and Health,Information Systems,,,Extended Abstract,Pathways Linking Digital Divide to Cancer Knowledge Acquirement: Considering the Quality of Health-Related Internet Use,Media Messages and Health,"Previous studies on digital divide, with regard to Internet users acquirement of knowledge, have focused more on the quantity of Internet use rather than on the quality. This study, however, concerns the quality, that is, the variety of health-related online activities as well as the specific type of activity such as cancer-information seeking. This study, analyzing the 2003 Health Information National Trends Survey conducted by National Cancer Institute, confirmed that socio-economic status was associated with the frequency of Internet use on health information (B= .34, p< .001; B= .08, p< .001; and B= .09, p< .001, respectively for education level, income, and race/ethnicity; according to OLS multiple regression). This study further showed that the frequency of Internet use on health information is positively associated with both the variety (B= .26, p< .001 according to OLS multiple regression) and the specificity of health-related Internet use (OR= 1.61, 95% CI= 1.48-1.76 according to logistic regression). Moreover, the variety and the specificity of health-relevant Internet use were both found to be positively associated with knowledge acquirement of cancer (B= .05, p< .05 and B= .09, p< .001, respectively). Finally, pathways linking SES to acquirement of cancer knowledge, though the frequency, variety and specificity of internet use, were confirmed."
2005-1118,Patient Training and Patient Satisfaction: Data from Canada,Provider-Client Communication II: Client Issues,Health Communication,,,Paper,Patient Training and Patient Satisfaction: Data from Canada,Provider-Client Communication II: Client Issues,"114 adult patients voluntarily participated in the study which was carried out at a clinic in a northern city in B.C., Canada. Prior to their medical visits, participants in the experimental group received 10-15-minute face-to-face training on various ways of requesting their physicians to clarify a piece of previously elicited information during medical interviews, whereas the control group did not receive any training. Immediately after their medical visits, all participants filled out a patient satisfaction questionnaire. On all four dimensions of patient satisfaction, patients who received training scored significantly higher than patients who received no training. Other interesting findings include: (1) Seventy-eight percent (of the total) preferred a biopsychosocial model and 62% (of the total) reported receiving it. Twenty-two percent of them indicated that they preferred a business-like medical interview (i.e., get down to my symptoms and concerns right away). (2) Over half of the patients reported that they do make life-style changes such as quitting smoking and drinking as instructed by their physicians. The other half only occasionally or never did as their physicians told them to do. Results of this study suggest that a combination of pamphlet and a short face-to-face coaching on how to ask physicians questions during medical consultation can have significant effect. While much effort has been made to train physicians how to communicate effectively with patients, it is now time for patients to contribute their part."
2005-1119,"Perceptions of Support Group Advantages, Types of Support, and Support Providers",Online Support Groups for Health,Health Communication,,,Paper,"Perceptions of Support Group Advantages, Types of Support, and Support Providers",Online Support Groups for Health,"This study investigated on-line support group members perceptions of supportive communication within on-line groups dealing with health-related concerns among (N = 136) on-line support group participants. The findings indicate that sense of community/similarity and lack of judgment/stigma were the most important advantages of on-line support group users, emotional and esteem support were perceived more positively than informational support, and participants had largely positive views of on-line support providers. The implications of the findings in terms of previous research on social support and computer-mediated communication are discussed."
2005-1120,"Performing, Witnessing, and Politics of the Televised Forensic Investigation Related to Taiwan's 2004 Presidential Election",Visual Texts and Viewers,Visual Studies,,,Paper,"Performing, Witnessing, and Politics of the Televised Forensic Investigation Related to Taiwan's 2004 Presidential Election",Visual Texts and Viewers,"Three weeks after Taiwans Presidential Election on March 20, 2004, a forensic investigation of the election-eve gunshot aimed at the president brought wide public and media attention. This essay studies the performance of the tele-spectacle of the crime scene investigation conducted by the US-based forensics expert Dr. Henry Lee, and, more importantly, analyzes the significance of witnessing this spectacle. Specifically, I argue against the contention that media spectacles produce passive spectators. I assert that the process of the Taiwanese witnessing of the gunshot investigation allows a circulation of energies which opens up the possibility of addressing and responding to the subjectivity of those who hold different political and social ideologies. Drawing on Jonathan Crary and Kelly Olivers work, I contend that witnessing goes beyond looking. It is a space for creative syntheses of the spectators memory, imagination, emotion, and rationality. From these perspectives, I propose a way in which the Taiwanese people may experience witnessing and subjectivity as a sense of active agency, which is essential for both social transformation and active citizenship."
2005-1121,"Personality and Selective Exposure to Television: Effects of Neuroticism, Mood, and Intevention Potential",Audience Research & Researching Audience,Mass Communication,,,Paper,"Personality and Selective Exposure to Television: Effects of Neuroticism, Mood, and Intevention Potential",Audience Research & Researching Audience,"Personality and Selective Exposure to Television: Effects of Neuroticism,
Mood, and the Intervention Potential of Media Messages.

An experiment investigated the influence of neuroticism on the mood management strategies and media preferences of 169 undergraduates. Participants completed the Big Five Inventory (BFI), were criticized or praised in an interview, and then given the opportunity to watch television programs that varied in their potential to disrupt cognitive rehearsal. Personality predicted selective exposure in the praise condition, but mood predicted media preferences when participants were criticized. Neuroticism was correlated with more intense negative moods and weaker positive moods in both experimental conditions. The intervention potential of TV affected recall and mood, but minimally influenced recognition. The results demonstrate that neuroticism negatively biases the perception of a stressful experience and influences selective exposure to entertainment media. However, when stress is intense, personality differences are leveled, and mood drives media preferences. These findings have implications for modifying theories of mood management and selective exposure."
2005-1122,Personality in British Elections: Party Leader Presentation in Party Election Broadcasts from 1979 to 2001,Politics Over Space and Time,Political Communication,,,Paper,Personality in British Elections: Party Leader Presentation in Party Election Broadcasts from 1979 to 2001,Politics Over Space and Time,"Given the increased attention paid to the presentation of party leaders in British election campaigns, this paper sets out to explore the ways political parties (i.e., Labour, Conservatives and LibDems) have portrayed their leaders over the last six general elections (i.e. from 1979 to 2001). A quantitative content analysis of the British form of televised political advertising, namely Party Election Broadcasts (PEBs) was carried out incorporating content and structural features that are deemed as to have an effect on viewers processing of audio-visual messages. In order to narrow the focus of the analysis party leader presentation was defined as the unit of analysis. The research found that party leaders presence in PEB has increased over time in all three parties, although there seem to be an indication that party politics might reverse this trend if needed. Party leaders are usually presented with a gesture of happiness. Features like music and emotional appeals have also increased their presence in PEBs."
2005-1123,Personality Variables and Information Processing on the Web: Methodological Issues and Empirical Evidence,formation Processing and New Technology,Information Systems,,,Extended Abstract,Personality Variables and Information Processing on the Web: Methodological Issues and Empirical Evidence,Information Processing and New Technology,"The discoveryand applicabilityof the effects of personality traits in Web-based communication opens a potentially large new area of inquiry. In this paper, we present a methodology for analyzing the influence of these traits on Web users. We combine evidence from questionnaires, memory tests, and unobtrusive observation of navigation patterns to provide a comprehensive picture of user behavior. Our methodology is applicable to a wide range of Web phenomena, and enables researchers to develop more refined models of the psychological aspects of online information behavior. We also report results from an experiment which employs this methodology to examine the affective, cognitive and behavioral effects of NFC and NES."
