Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2006-0802,Longitudinal Effects of Mobile Internet Use on Social Network in Japan,Patterns of Mobile Phone Use,Communication and Technology,,,Paper,Longitudinal Effects of Mobile Internet Use on Social Network in Japan,Patterns of Mobile Phone Use,"Although email is the most common application on PCs and mobile phones in Japan, less is known about how use of these technologies may be associated with network characteristics of these ties. Thus, we explore how different forms of computer mediated communication enhance different type of social networks. To explore this research question, we analyzed the longitudinal survey. Our first random sample survey of 1,320 adults was conducted in November, 2002, in Japan. Our second survey was conducted in March 2005 for 1002 respondents who completed the first survey. We got the data of 432 respondents who completed both surveys. The results show that more often people send PC mails they have more diverse social networks. On the other hand, mobile phones are not useful to enhance network diversity. This may be because mobile phones are not well suited to afford connections to sites where weak tie relationships may be formed, such as chat rooms and issue-oriented sites. In contrast, the results indicate that mobile phones are useful to maintain strong ties with people who provide social support. Finally, this study also shows that mobile phone internet use does not substitute for PC use. It would seem that these two technologies operate independently, each serving their own use for different relationship."
2006-0803,Losing Public Trust: A German Case Study on Interdependencies Between Processes of Public Communication and Public Trust,Crisis and Image Repair in Public Relations,Public Relations,,,Paper,Losing Public Trust: A German Case Study on Interdependencies Between Processes of Public Communication and Public Trust,Crisis and Image Repair in Public Relations,"Public trust defines a specific type as well as result of trust building processes that has been insufficiently analyzed by the current public relations research. Based on a case study, the authors develop and specify elements of a theory of public trust. Thereby, they identify social phenomena (trust factors) and mechanisms (discrepancies), which affect trust building processes. The presented empirical data are extracted from a recent and very important case in Germany that examines the loss of trust in the former chief executive officer of the Federal Employment Office (BA). The findings not only show that the mechanisms of public communication processes and processes of public trust building are strongly interdependent, but they provide as well relevant insights in the way of managing such situations of public crisis."
2006-0804,Lost in Transition: Moldovan Journalism During the Last 15 Years,Global Journalists: International Perspectives,Journalism Studies,,,Paper,Lost in Transition: Moldovan Journalism During the Last 15 Years,Global Journalists: International Perspectives,"This case study utilizes qualitative interviews conducted with Moldovan print and broadcast journalists during 1992 and 2005 to show how variables involved in Ekaterina Ognianovas transitional press concept apply in a country such as Moldova, one of the poorest and most turbulent of the former Soviet republics. At the heart of Ognianovas model is the idea that transitional countries are those that are moving from one type of economy to another. In this environment, newspapers, magazines, radio stations, and TV stations tend to align themselves with one of a wide variety of antagonistic normative press philosophies. Interviews revealed that Moldovan journalists represent a mix of press philosophies consistent with Ognianovas transitional model. Furthermore, the coexistence of such varied press philosophies can be found in both the 1992 and 2005 interviews, suggesting that Moldovan journalisms transitional status has remained the same for more than a decade. Findings expand the scope of the transitional model both economically and geographically."
2006-0805,Low Power FM and the Role of Nonprofit Media in Society: A Policymaking Case Study,Broadcasting: Democratic Potential and Muddled Regulation,Communication Law & Policy,,,Paper,Low Power FM and the Role of Nonprofit Media in Society: A Policymaking Case Study,Broadcasting: Democratic Potential and Muddled Regulation,"This paper explores the recent addition of Low Power FM radio (LPFM) through a nonprofit theoretical framework. The economic, political and social theories that explain the existence and roles of nonprofits in society are presented. Attention is given to examining the LPFM policy documents created by the Federal Communications Commission in search of language which supports or refutes the roles expected of these new licensees as suggested by the theories of the nonprofit sector. The findings of the policy document review are presented and discussed and these results are compared to results from an open-ended survey of LPFM stations. Although the stations mirror some of the language and expected roles found in the Commissions documents, they also appear to negotiate their own role in their communities."
2006-0806,Magazines of Nonprofit Organizations: Communication Platform of Civil Society?,Mass Communication Interactive Paper Session,Mass Communication,,,Paper,Magazines of Nonprofit Organizations: Communication Platform of Civil Society?,Mass Communication Interactive Paper Session,"Several concepts in Social Sciences discuss reform models that are able to counteract processes of disintegration and de-structuring that characterize modern societies. The most extensive one is the concept of civil society by Jürgen Habermas. We will very briefly introduce it as theoretical framework of the study. Recent studies concentrate on the internet and its contributions to deliberative qualities of democracy (cf. Dahlgren, 2001). We instead want to focus on an area which has sustained little empirical research yet: periodicals edited by Nonprofit-Organizations for their members. Our main research question is: Can those magazines be appropriate communication platforms of the civil society? We conducted a written survey among the editors-in chief of magazines published by private Nonprofit Organizations in Switzerland. Besides formal aspects, we were especially interested in the perceived functions of the journals. We observed the tendency that the more professional a publication is in terms of layout and circulation, the more likely it is influenced by a political or by an economic logic."
2006-0807,Mainland China Frames Taiwan: How Chinas News Websites Covered Taiwans 2004 Presidential Election,Political Communication Interactive Paper Session,Political Communication,,,Paper,Mainland China Frames Taiwan: How Chinas News Websites Covered Taiwans 2004 Presidential Election,Political Communication Interactive Paper Session,"This study applies framing analysis to online news in China by examining how two mainstream websites, www.people.com.cn (referred hereafter as people) and www.sina.com.cn (referred hereafter as sina) in Mainland China frame Taiwans 2004 presidential election and how the presence of news frames varies within the same website as well as between different websites.

Factor analysis gauges four distinguished news frames: military consequences, game, ideology and conflict. Post hoc analyses show that, within people, conflict frame is used less often than three other frames. Between websites, the conflict frame is more salient in sina than in people.

The author suggests that in China, online news frames are identical with the frames underlying traditional mainstream medias coverage on Taiwan. Generic frames and issue-specific frames can be detected simultaneously. This study also verifies the validity of the deductive approach in measuring news frames."
2006-0808,"Mainstream Critique, Critical Mainstream, and New Media: Reconciliation of ""Administrative"" and ""Critical"" Approaches of Media Effects Studies",Criticial and Analytical Persectives on the Media,Mass Communication,,,Paper,"Mainstream Critique, Critical Mainstream, and New Media: Reconciliation of ""Administrative"" and ""Critical"" Approaches of Media Effects Studies",Criticial and Analytical Persectives on the Media,"This paper addresses questions crucial to the overspecialized field of communication: Are the mainstream and the critical research reconcilable? Has the replacement of the limited-effects paradigm with the concept of powerful effects provided a meeting point for the two approaches? It juxtaposes two concepts of powerful effects  the critical homogenization explicated by the Frankfurt School and the extensively researched mainstream agenda setting. Despite identified brides between the two, this paper points to seemingly insurmountable differences. It also addresses the issue of applicability of homogenization and agenda setting to the new media environment, as the reconceptualization of production, dissemination and reception of content might have decreased the validity of the powerful effects generally, and of the distinction between critical and administrative specifically. It concludes by presenting how the two approaches change due to the new ICTs, how they might adapt, and how they should be researched."
2006-0809,Managing Electronic Documents and Work Flows: Enterprise Content Management at Work in Nonprofit Organizations,Communication Processes in the Nonprofit and Governmental Sectors,Organizational Communication,,,Paper,Managing Electronic Documents and Work Flows: Enterprise Content Management at Work in Nonprofit Organizations,Communication Processes in the Nonprofit and Governmental Sectors,"Web management and knowledge management systems have made significant technological advances in recent years, culminating in large information management systems such as enterprise content management (ECM). ECM is a Web based publishing system that manages large numbers of electronic documents and other Web assets intended for publication to Web portals and other complex Web sites. Work in nonprofit organizations (NPOs) can benefit from adopting new communication technologies that promote collaboration and enterprise-wide knowledge management. The unique characteristics of ECM are enumerated and analyzed from a knowledge management perspective. We identify three stages of document life-cycles in ECM implementations: content, reification, and commodification/process (CRCP). We present the CRPC model as a mechanism for decision-makers and scholars to evaluate the organizational impacts of systems such as ECM. We also argue that NPO decision-makers should take care to avoid overly-commodifying business processes in the final stage where participation may be more beneficial than efficiency."
2006-0810,"Managing Media Ecologies: Relationships Between Childrens Media Usage, Rebellious Behavior and Parental Regulation (Top Student Paper)",Managing Media Effects: The Role of Media Education and Parental Regulation,Instructional & Development Communication,,,Paper,"Managing Media Ecologies: Relationships Between Childrens Media Usage, Rebellious Behavior and Parental Regulation (Top Student Paper)",Managing Media Effects: The Role of Media Education and Parental Regulation,"This paper uses the Kaiser Family Foundations 2004 Kids and Media II survey to investigate three relationships associated with families-as-organizations, childrens behavior and parents media regulation: (i) how childrens offline subversive behaviors (rule-breaking or rebelliousness not associated with media usage) relate to their media-associated subversive behaviors; (ii) how parental regulations used to control childrens media usage relate to childrens media-associated subversive behaviors; and (iii) how parental regulations used to control childrens media usage relate to childrens offline subversive behaviors (rule-breaking or rebelliousness not associated with media usage). The analyses use Scotts (1995) institutional model as a framework to consider the regulatory, normative and cognitive-cultural influences on childrens media environments, and to argue that new media offer unique opportunities to study how parents attempt to regulate childrens media usage through a combination of technologies, rating systems, self-designed rules and social awareness."
2006-0811,Manufacturing Doubt: Journalists' Roles and the Construction of Ignorance in a Scientific Controversy,Reporting Science,Journalism Studies,,,Paper,Manufacturing Doubt: Journalists' Roles and the Construction of Ignorance in a Scientific Controversy,Reporting Science,"In recent decades, corporate and other interests have developed a wide repertoire of methods to manufacture doubt by constructing scientific ignorance in controversies where they feel threatened by academic research, with profound implications for public access to and understanding of science. This case study examines journalist's responses to rhetorical claims in one such controversy. Facing research findings that an explosion of industrial hog farms in North Carolina showed disproportionate siting of these facilities in poor African-American communities, and that neighbors of mega-farms reported increased health problems, industry attacked the research as politically motivated ""pseudo-science"" and mobilized legal and political threats against the researcher, his community partners, and his university. Our findings offer fresh insight into how and why reporters respond to the strategic ignorance claims of actors who seek to discredit threatening science. In so doing, they contribute to growing scholarship on journalists' role in the social construction of ignorance."
2006-0812,Mapping Civil Society in Former Yugoslavia,"Media, Civil Society, and Conflict",Intercultural & Development Communication,,International & Development Communication,Paper,Mapping Civil Society in Former Yugoslavia,"Media, Civil Society, and Conflict","From the break up of the New Left into single issue groups at the end of the 1960s came a variety of groups representing the peace movement, environmental movement, student movement, womens movement, and gay liberation movement. This explosion of new social movement activism has been heralded as the age of new radical politics. Many theorists and activists understand new social movements, as replacing the working class as an agent for progressive social change. Scholars and activists now alike debate the possibilities for revolutionary change in this era of multinational capitalism and new nationalisms.
This paper examines some of the above claims in the context of the contemporary Serbian civil society. It explores the relationship between the civil society, activism, and narratives in Serbia. In particular, it examines the anti-Milosevic movement Otpor! (Resistance), and its discourse, practice and politics in public spaces, through an analysis of narratives of a set of roughly 20 interviews with Otpor! activists, aged 18-35.
In the following discussion, then, I will focus on some of the particular dilemmas of contemporary Serbian popular movements - they are dilemmas to do with the growing complexity of media life in the Serbian spaces. I ground my debate on particular uses of the notion of civil society in the narratives of Otpor! activists, while I focus on the question of how do Otpor! activists relate to Leftist/radical politics and the idea of civil society."
2006-0813,Mapping South,Visual Framing of Culture and Global Politics,Visual Studies,,,Paper,Mapping South,Visual Framing of Culture and Global Politics,"This paper analyses four maps of Southern Africa produced in the late eighteenth and early nineteenth century. It argues that the Travels of French explorer and ornithologist François Levaillant led to major and influential changes in map-making and how maps were used. The evidence from this comes from a map, based on the map in Levaillants Voyages and supervised by him, that was constructed by several artists as a commissioned gift for King Louis XVI in 1790. The map referred specifically to Levaillants Travels and to people, animals and birds in his account, thus forming part of a multi-media representation of travel and hunting.

Two later maps, one by Pisani (1793) and one by Barrow (1801), show that Levaillant influenced them in changing the expectations the public had of maps. In doing this, he played a major part in establishing the form and conventions of major forms of travel writing."
2006-0814,Marketing Homo-Thug Hip-Hop Performance to Mainstream Audiences,terdisciplinary Networkings of Ethnicity/Race in Communication,Ethnicity and Race in Communication,,,Works in Progress,Marketing Homo-Thug Hip-Hop Performance to Mainstream Audiences,Interdisciplinary Networkings of Ethnicity/Race in Communication,"This essay examines the attempt to market to a mainstream audience a gay, Black, rapperCaushun-- who embodies competing claims of thug masculinity and queen femininity. We argue that Caushun might experience failure because his music, and more importantly his music videos, will offer his target audience no way of seeing authenticity in his intersecting identities. That is, the viewing experience, theorized as the gaze (Mulvey,1975), when applied to Caushun demonstrates gaze gone wrong. He offers himself up as a homothug in a homophobic genre, even as the thug identity in hip-hop is marked by its hyper-masculine, violent, and homophobic rhetoric. Caushun lays bare a host of social and marketing challenges that demand exploration."
2006-0815,"Markings on the Diptych: A Descriptive Study of Beliefs and Attitudes of Scientific Writers and Editors on Biotechnology and Scientists, Publics and Peers",Reporting Science,Journalism Studies,,,Paper,"Markings on the Diptych: A Descriptive Study of Beliefs and Attitudes of Scientific Writers and Editors on Biotechnology and Scientists, Publics and Peers",Reporting Science,"Controversial times fuel controversial reporting subjects. In an epoch that is seeing incredible scientific advances and an explosion in the availability of information to the general public, medical and science reporters, writers and editors are one of the key elements in delivering timely, accurate and sufficient information to the public about issues that can have a significant impact on their lives. But is that so? Building upon an analysis of the results of a nation-wide survey of 304 medical/science writers, reporters and editors the present study suggests that while these journalists have a high understanding of science and technology and a high regard about the quality of their scientific sources, they do not have a highly positive perception of the general public regarding its potential to understand scientific issues and are fervent supporters of digesting publicized scientific news; concomitantly they tend to perceive popular media as a strong influencer of the attitudes and beliefs of their readers."
2006-0816,"Masculinity, Terrorism, and Partisan Identity in Post-September 11 Politics",Understanding Elite and Media Discourse,Political Communication,,,Paper,"Masculinity, Terrorism, and Partisan Identity in Post-September 11 Politics",Understanding Elite and Media Discourse,"Political communication scholarship readily acknowledges that masculinity is a form of political capital in American politics, but has not made clear how this concept becomes manifest in the strategic language used by politicians, particularly since September 11th. In this study we content analyzed the speeches from the 2004 political conventions of the Republican and Democratic parties in order to see if gendered discourse was present and, if present, how it was strategically employed. Findings indicate that masculinity was used in the discourse of both political parties in order to shape party identity, and that a two-pronged strategy, which we describe as hyper-masculine, was used by the Republican Party to bolster party identity and discursively emasculate opponents."
2006-0817,Mass Media as Mediators of European Social Identity,Advances in Internet Research,Mass Communication,,,Paper,Mass Media as Mediators of European Social Identity,Advances in Internet Research,"In the last twenty-five years an emerging trend of democratization has brought about a large number of new democracies. The culmination of this trend toward democratization ended in the new EU where the 25 Members are passing the new Constitution. The European Union faces a crucial and complex multidimensional process, one of the most critical being the establishment of extensive popular support, as recent national referendum outcomes attest. Since citizens experience with the political system under which they live is to a large extent a mediated experience, understanding the role of the mass media in establishing European identity becomes decisively important.
In the context of the new Europe, the informational function of the media can be assumed to be of even higher relevance. In particular, the Internet emerges as a potentially influential medium because it provides the possibility of acquiring large amounts of political information from different sources.
This research aims to find evidence of whether, and if so in which ways, the media contribute to the emergence of European social identity, one that is supportive of the consolidation of the new Europe. Does the Internet as a mass medium in these states contribute to the emergence and stabilization of social identities that are congruent with these nations' recently inaugurated European Union status? Or are they, to the contrary, undermining the identity foundations of the EU members? This research attempts to answer these questions through secondary analysis of the Eurobarometer data."
2006-0818,Mass-Mediated Cross-Pressures and Time of Vote Decision,Determining the Vote and Voter Turnout,Political Communication,,,Paper,Mass-Mediated Cross-Pressures and Time of Vote Decision,Determining the Vote and Voter Turnout,"Time-of-vote decision has been suggested as a key mediator of campaign effects. Political communication researchers, nonetheless, face two challenges in attempt to understand these effects: (a) variability in political information environments--one-sided vs. mixed or crosscutting news information flows, and (b) variability in individual openness to persuasion--probability of both reception and acceptance of campaign information. We synthesize theoretical insights from the Columbia School 1940s campaign studies (Lazarsfeld, Berelson, & Gaudet, 1944) and the Converse-McGuire-Zaller reception-acceptance model (Zaller, 1992) to test the interactive effects of contextual information heterogeneity and individual receptivity to campaign information on vote decision-time. Employing a quasi-experimental design that contrasts one- and two-sided flows, detailed campaign-news content analyses, and exit-poll data, we find support for the hypothesized relationship between information heterogeneity, individual ambivalence, and time of decision. Implications of these findings for future research in political communication are discussed in conclusion."
2006-0819,Measurement of Communication Satisfaction: Evaluating the Communication Satisfaction Questionnaire as a Communication Audit Tool,Reviewing Traditional Communication Constructs,Organizational Communication,,,Paper,Measurement of Communication Satisfaction: Evaluating the Communication Satisfaction Questionnaire as a Communication Audit Tool,Reviewing Traditional Communication Constructs,"Communication audits typically involve the evaluation of an organizations communication system by means of multiple audit techniques. Earlier studies have made it hard to isolate the contribution of each individual technique. This study therefore examines the merits and restrictions of one of the most prominent audit techniques: the Communication Satisfaction Questionnaire (CSQ). It does so by comparing CSQ results with results gathered through the critical incident technique. Both instruments were used to asses the quality of internal communication within three organizations. The results show that there is convergence in the findings of the techniques, and that the CSQ seems to have criterion-related validity. However, the CSQ does not explicitly address issues of decision-making, top-down and bottom-up communication, responsibilities and the extent to which rules and agreements are kept. We conclude that the CSQ is an appropriate instrument for gaining overall insights into the way employees evaluate aspects of organizational communication, but that the method may be less suitable for diagnosing specific communication problems and formulating recommendations."
2006-0820,Measuring Online Social Support: Can Computer-Based Text Analysis Approximate Burlesons Person-Centered Hierarchy?,"Message Strategies: Gender, Culture, Norms, and Support",Health Communication,,,Paper,Measuring Online Social Support: Can Computer-Based Text Analysis Approximate Burlesons Person-Centered Hierarchy?,"Message Strategies: Gender, Culture, Norms, and Support","Social support has been linked to improved physical and mental well-being, especially for those facing serious illness. However, little is known about the mechanism of these effects. One approach to understanding supportive communication has demonstrated that highly person-centered messages, which explicitly acknowledge and elaborate the feelings of a distressed individual, are perceived as being more helpful, supportive, and involved, and therefore the most effective at comforting. Classifying messages according to degree of person-centeredness requires trained coders and significant amounts of time. The purpose of the current study is to determine whether a computerized linguistic analysis tool can predict hand-scored person-centeredness, and also more specifically, to identify which linguistic categories are the best explanatory variables. A body of 334 messages drawn from online support groups for breast cancer patients was analyzed firstly by independent coders to assess person-centeredness, and secondly by a computerized linguistic analysis program to evaluate the messages across emotional and other linguistic dimensions. Regression models were used to test the extent to which linguistic dimensions are able to predict person-centeredness. Results indicate that word count is the strongest predictor of hierarchy, but that highly person-centered messages are also characterized by words expressing emotion and certainty."
2006-0821,Measuring Participation: A Secondary Data Analysis,Communication for Healthcare,Intercultural & Development Communication,,International & Development Communication,Paper,Measuring Participation: A Secondary Data Analysis,Communication for Healthcare,"Participation is an essential element in development programs. However, because of the lack of a fundamental definition, there is little known about the measures of participation in the literature of development communication.

This paper adopts Habermass theory of communicative action to define participation. The action theorys reconstructive characteristic implies that perhaps validity claims and speech conditions can be applied to empirical measures of participation.

With the help from Johns Hopkins University Center for Communication Programs, this study measures participation as communicative by means of conducting a secondary analysis of a national family planning program. Three groups of variables were selected from the original dataset to reflect speech conditions, and these speech condition indicators were applied to predict respondents contraceptive use as well as their attitudes toward family planning.

A loose relationship is found between speech conditions and family planning outcomes. Speech conditions can predict couples agreement on family planning method usage, but have little or no predictive power in other attitude or behavioral outcomes. The predictive success of couples agreement implies that regardless of the limitation of the secondary data analysis design and of the partially available indicators, perhaps communicative action variables are able to evaluate participation in a more carefully designed research model with direct measures."
2006-0822,"Measuring Race as a Cultural Component of Social Capital: Black Religiosity, Political Participation, and Civic Engagement",Ethnicity and Race in Communication Interactive Paper Session,Ethnicity and Race in Communication,,,Paper,"Measuring Race as a Cultural Component of Social Capital: Black Religiosity, Political Participation, and Civic Engagement",Ethnicity and Race in Communication Interactive Paper Session,"Much research on political participation and civic engagement centers on the question: what motivates people to get involved? Several communication variables have been purported to influence these activities, such as attention paid to newspapers and television news, as well as types of Internet use. The general conclusion, however, is that such participation is declining. However, the rates of decline (or increase) in these activities among certain racial and cultural groups, such as blacks compared with whites, is not so clear. Furthermore, the role of religion and the churchan important component in creating bonds and networks that encourage such participationhas received little attention among communication scholars. This study sought to examine the intricacies among race, religiosity, and political and civic engagement by expanding the current literature on social capital to include cultural and contextual components of church involvement. We found that in a national sample, blacks are more involved in their communities at a local level the more they attended and were involved with church. Implications for communication research, social capital, and measurement of race and culture are discussed."
2006-0823,Measuring the Efficiency of Advertising Media Expenditures for Newspapers and Radio,Mass Communication Interactive Paper Session,Mass Communication,,,Paper,Measuring the Efficiency of Advertising Media Expenditures for Newspapers and Radio,Mass Communication Interactive Paper Session,"This paper analyzes the efficiency of advertising expenditures on four media  TV, the Internet, Newspapers, and Radio  focusing especially on the latter two because of their poor performance as national media for sales effects in previous research (King, Reid, and Morrison 1997; Reid and King 2003). Using Data Envelopment Analysis (DEA), the paper evaluates the advertising practices of the leading 100 U.S. advertisers in 2003, in order to identify best practices and determine the efficiency of the advertising in these four types of media. The results reveal inefficiencies with each medium, relative to the advertisers expenditures, and also indicate less efficiency for newspaper and radio advertising for these advertisers than for expenditures on either TV or the Internet."
2006-0824,Media and the Political Incentives of Strict Religion,Understanding Elite and Media Discourse,Political Communication,,,Paper,Media and the Political Incentives of Strict Religion,Understanding Elite and Media Discourse,"This paper analyzes media coverage of Mel Gibsons controversial movie The Passion of the Christ to gain a better understanding of the categories used to comprehend the nations current political and religious divisions. The results reveal not so much a polarized nation as one that sees reality through separate prisms, one comprised of a particularistic strain of Christian ethics, the other of secular reason. The paper develops a theory for understanding the themes underlying the discourse to clarify the meaning of moral issues. It also explains their role in creating political divisions that promote strict religion and its political allies. The analysis also explains why there is little incentive to compromise."
2006-0851,Media Coverage of Government Policies and Citizen Satisfaction with Information Provision and Policy Results,Media Use and the Formation of Political Attitudes II,Political Communication,,,Paper,Media Coverage of Government Policies and Citizen Satisfaction with Information Provision and Policy Results,Media Use and the Formation of Political Attitudes II,"Public information has not gained much attention in the literature on political communication, although its importance is beyond discussion. The research question of this paper asks how the news on government policies influences satisfaction with government policy. Apart from well known hypotheses such as agenda setting and priming, hypotheses are tested that deal with the question whether the government tries to increase policy satisfaction by communicating ambitions (its a mess, but we will do something against it) or by communicating successes (everything under control, due to us). The data to test the hypotheses come from a fourfold survey study to tap aspects of satisfaction with, the government policy with regard to 55 policy issues in addition to a longitudinal content analysis of 24 newspapers to unravel the media coverage of these issues.
The results show dissatisfaction everywhere. Most hypotheses stand the test. Increasing policy satisfaction by the communication of ambitions rather than of results appears to be the rule. The diffusion of negative perceptions of real world conditions may be a side-effect of the latter."
2006-0852,Media Dependency and Attitudes Toward Condom Use in Zambia,"HIV/AIDS Communication: Condom Use, Condom Negotiation, and Voluntary Testing",Health Communication,,,Paper,Media Dependency and Attitudes Toward Condom Use in Zambia,"HIV/AIDS Communication: Condom Use, Condom Negotiation, and Voluntary Testing","At the end of 2003, nearly a million Zambians were estimated to be living with HIV. In the Copperbelt region of Zambia, where this study took place, it is estimated that 26% of the adult population is HIV positive. To make matters worse, HIV/AIDS is heavily stigmatized and thus the topic remains interpersonally taboo. Although few may be talking about it, media messages about HIV and AIDS are plentiful. The pandemic proportions of this disease along with the stigma surrounding it has created a climate in which interpersonal networks fail, leaving many Zambians dependent on media for HIV/AIDS information. Media System Dependency Theory predicts that media exposure has a greater impact on those who are more dependent on media. This paper examines a test of the theory among a sample of 285 working men (75.4%) and women (24.6%) in the Copperbelt region. Specifically, I examine whether being dependent on media for information about HIV/AIDS prevention results in attitudes more supportive of condom use when newspaper exposure increases. Results support MSD theory predictions. Implications are discussed."
2006-0853,Media Education in the Social Studies Classroom: Teacher Perceptions and Curricular Challenges,Managing Media Effects: The Role of Media Education and Parental Regulation,Instructional & Development Communication,,,Paper,Media Education in the Social Studies Classroom: Teacher Perceptions and Curricular Challenges,Managing Media Effects: The Role of Media Education and Parental Regulation,"While many countries have had media education programs in secondary schools for decades, the US only began incorporating media education into their state educational standards in the 1990s. Moreover, media education has come late to the social studies. Given the need for substantial curriculum development and teacher training in this area, educators can benefit from knowledge of how social studies teachers view media education in their field. This article reports on the results of a survey of social studies teachers seeking to integrate media education into their classrooms. An overview of how communication and education literature conceptualizes the aims of media education illustrates the range of goals that might influence these teachers and provides a context for our survey. We surveyed teachers on the goals that motivate their media education teaching, whether they value media education as a tool to teach about media or to enhance understanding of discrete social studies topics, and how comfortable they are with media education in their classrooms. Our results suggest that many teachers: are uncertain about how to integrate media education into their teaching; lack confidence analyzing media; view media education as a way to teach about social studies, rather than about the media per se; and emphasize different reasons for media education than those frequently stressed in theory and policy."
2006-0854,Media Enjoyment as a Function of Individual Responses and Emotional Contagion,Examining Individual Responses to Information Processing,Information Systems,,,Paper,Media Enjoyment as a Function of Individual Responses and Emotional Contagion,Examining Individual Responses to Information Processing,"The present study defines media enjoyment as viewers positive reactions toward the whole media experiences and proposes that both individual and social responses toward media content contribute to viewers overall experiences of media enjoyment. Adopting the idea of emotional contagion, the present study suggests that viewers tend to be affected by other viewers and synchronize their enjoyment with others. By comparing dyadic and individual conditions in an experimental setting, it is found that the two conditions demonstrate different patterns of media enjoyment. The results suggest that participants sitting in dyads tend to converge in their enjoyment with the peer viewers more so than participants who sit alone. The evidence supports the idea that media enjoyment is influenced both by individual responses and emotional contagion effects."
2006-0855,"Media Exposure, Current and Future Body Ideals, and Disordered Eating Among Preadolescent Girls: A Longitudinal Panel Study",The Uses and Effects of Media among Adolescents,Instructional & Development Communication,,,Paper,"Media Exposure, Current and Future Body Ideals, and Disordered Eating Among Preadolescent Girls: A Longitudinal Panel Study",The Uses and Effects of Media among Adolescents,"Internalization of the thin body ideal is considered by many to account for the relationship between media exposure and disordered eating among girls and young women, but almost all supporting research has employed adolescent and adult samples. Using longitudinal panel survey data collected from 257 preadolescent girls at two points in time one year apart, we tested relationships between self-reported television and magazine exposure at wave 1, and current (prepubescent) and future (postpubescent) body ideals and disordered eating at wave 2. Controlling age, race, perceived body size, and the relevant criterion variables measured at wave 1, television viewing at wave 1 predicted increased disordered eating and a thinner postpubescent body ideal at wave 2. Media exposure did not, however, predict a thinner prepubescent body ideal at wave 2. These findings suggest that the thin-ideal internalization construct needs refinement to enhance its developmental sensitivity."
2006-0856,Media Framing of the Korean Troop Dispatch to Iraq: Galois Lattice Analysis,Media Framing of the War in Iraq,Political Communication,,,Paper,Media Framing of the Korean Troop Dispatch to Iraq: Galois Lattice Analysis,Media Framing of the War in Iraq,"This paper attempted to explicate how the news media have framed the views and the actions of different clusters of social actors--government officials, lawmakers, experts, civil movement groups, general citizens, U.S. politicians, etc.--during the two cycles of decision-making processes of the Korean troop dispatch to Iraq from 2002 to 2004. The present study explicated nine context-specific frames: unjustified invasion, contribution to world peace, international relations and/or politics, fortification of the Korea-U.S alliance, economic advantages from Iraqi reconstruction, inefficiency of elite-level policymaking process, disorganization of public opinion, security of Iraq and/or postings, and composition of troops. Using Galois lattice analysis of a total of 788 news articles of the Chosun Ilbo and the Hangyereh Shinmun, this paper tried to help understand the controversial troop-dispatch discourse at the macro-structural level, and at the same time interpret how the two local newspapers have framed the controversy."
2006-0857,Media Globalization and Journalism Ethics: A View from the South,Ethical Issues in Journalism,Journalism Studies,,,Paper,Media Globalization and Journalism Ethics: A View from the South,Ethical Issues in Journalism,"Globalization has impacted countries in the South on many levels, including in areas of media and journalism. Debates have been raging about the perceived homogenizing influence of the global media industry on local identities, cultures, and ideologies. Recent trends toward international concentration of mass media ownership, deregulation and privatization of national cultural industries, and new alliances between transnational media corporations and complacent governments, have led to the consolidation of market-driven journalism.This investigation will seek to outline some of the ways in which journalism and ethical practices are being shaped by the complicated processes of globalization, especially journalism in two countries of the South: South Africa and India. The paper will contextualize the broader debates about media globalization by considering journalism ethics and occupational ideologies within their material  political, economic, and cultural  contexts."
2006-0858,Media Globalization and Localization: An Analysis of the International Flow of Programs on Ghana Television (GTV),Media Industry: Developments in International Perspectives,Mass Communication,,,Paper,Media Globalization and Localization: An Analysis of the International Flow of Programs on Ghana Television (GTV),Media Industry: Developments in International Perspectives,"This study examined the international flow of programs on Ghana Television (GTV) and some other television stations in Ghana namely, TV3, Metro TV, and Crystal TV, during the period of 1969 and 2003. Television in Ghana has transitioned from the role of development to that of reflecting the global and local phenomena.

The qualitative content analysis approach was employed to analyze the contents of television program guides and the results were related to the issues of development, dependency, globalization, and localization.

The findings showed more local than global programs on GTV during the period under study. Most of the global programs in the categories of news, sports, sit-com, soap/drama, and action/adventure, were from the USA though others came from Europe, Asia, and other African nations. In contrast, there were more global than local programs on TV3, Metro TV, and Crystal TV.

Globalization has a wide scope with dimensions of economics, politics, culture, and communication including the media in developing nations like Ghana. Hence, foreign culture in local traditional setting has been resisted, though some compromises have been made. The quest to maintain national identity through media policies coupled with the selection of specific foreign programs, in the face of globalization, yield complex interactions. Despite the vast areas and details covered in this media research, and benefits to the television industry, there are limitations of the lack of audience response to the programs on GTV and the other television stations in Ghana.

(Note: Accepted for publication in the Global Media Journal)"
2006-0859,"Media Literacy, Thinking Television, and African-American Communication: Initiating a Conversation",The Mediated Politics of Communicating Difference,Ethnicity and Race in Communication,,,Paper,"Media Literacy, Thinking Television, and African-American Communication: Initiating a Conversation",The Mediated Politics of Communicating Difference,This essay examines an undergraduate media literacy project called Thinking Television. It addresses the shortcomings of the project in terms of the racial/cultural/institutional/ pedagogical space the project occupies in a college of journalism and mass communication in the American South.
